Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,15.84
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,10.7
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,10.89
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,10.94
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,11.08
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,11.37
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,11.32
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,11.66
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,12.0
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,12.19
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,13.16
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,13.26
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,13.36
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,13.83
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,13.92
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,13.9
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,14.59
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,15.22
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,15.64
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,15.46
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,16.0
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,16.4
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,16.47
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,15.74
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,15.12
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,23.21
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,23.11
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,22.78
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,22.68
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,22.74
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,24.57
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,22.08
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,21.55
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,21.29
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,21.64
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,20.52
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,20.92
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,21.0
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,21.15
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,20.95
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,20.68
,03 Sep 02:17,03 Sep 2021,02:17:33,23.6
,03 09 10:54,03 Sep 2021,10:54:46,25.0
,10 Sep 17:38,10 Sep 2021,17:38:26,24.94
,10 Sep 23:30,10 Sep 2021,23:30:16,25.71
,12 Sep 17:30,12 Sep 2021,17:30:03,27.46
,12 Sep 18:42,12 Sep 2021,18:42:45,25.01
,12 Sep 21:12,12 Sep 2021,21:12:54,27.44
,12 Sep 22:53,12 Sep 2021,22:53:57,27.23
