Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,83.64
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,87.53
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,87.73
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,88.01
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,87.78
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,86.34
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,88.41
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,87.94
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,87.35
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,86.77
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,87.33
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,86.83
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,86.82
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,88.4
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,88.41
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,88.57
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,88.24
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,87.47
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,88.26
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,87.16
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,88.67
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,89.01
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,88.25
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,88.61
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,88.16
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,89.1
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,87.89
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,89.13
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,89.23
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,88.96
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,88.15
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,89.05
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,89.87
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,87.27
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,87.9
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,90.0
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,88.87
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,88.71
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,88.64
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,89.86
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,88.43
,03 Sep 02:17,03 Sep 2021,02:17:33,89.86
,03 09 10:54,03 Sep 2021,10:54:46,90.57
,10 Sep 17:38,10 Sep 2021,17:38:26,89.12
,10 Sep 23:30,10 Sep 2021,23:30:16,87.39
,12 Sep 17:30,12 Sep 2021,17:30:03,90.46
,12 Sep 18:42,12 Sep 2021,18:42:45,91.98
,12 Sep 21:12,12 Sep 2021,21:12:54,90.82
,12 Sep 22:53,12 Sep 2021,22:53:57,93.6
