Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,0.84
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.41
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,0.42
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,0.57
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.5
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,0.42
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,0.4
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,0.39
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,0.42
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,0.5
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,0.66
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,0.7
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,0.75
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,1.04
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,1.08
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,1.11
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,1.5
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,1.61
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,1.75
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,1.88
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,1.99
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,0.03
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.81
23.0,16 Aug 11:06,16 Aug 2021,11:06:03,0.46
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,0.52
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,0.46
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.42
27.0,16 Aug 18:19,16 Aug 2021,18:19:53,0.48
28.0,16 Aug 19:20,16 Aug 2021,19:20:17,0.46
29.0,16 Aug 23:18,16 Aug 2021,23:18:09,0.52
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.56
31.0,19 Aug 22:09,19 Aug 2021,22:09:52,0.61
32.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.88
33.0,23 Aug 18:03,23 Aug 2021,18:03:46,0.99
34.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.81
35.0,28 Aug 11:35,28 Aug 2021,11:35:06,0.6
36.0,28 Aug 12:45,28 Aug 2021,12:45:39,0.77
37.0,28 Aug 15:26,28 Aug 2021,15:26:51,0.66
38.0,28 Aug 18:00,28 Aug 2021,18:00:08,0.74
39.0,28 Aug 19:18,28 Aug 2021,19:18:38,0.85
,03 Sep 02:17,03 Sep 2021,02:17:33,0.63
,03 09 10:54,03 Sep 2021,10:54:46,0.66
,10 Sep 17:38,10 Sep 2021,17:38:26,0.88
,10 Sep 23:30,10 Sep 2021,23:30:16,0.94
,12 Sep 17:30,12 Sep 2021,17:30:03,1.14
,12 Sep 18:42,12 Sep 2021,18:42:45,1.27
,12 Sep 21:12,12 Sep 2021,21:12:54,1.37
,12 Sep 22:53,12 Sep 2021,22:53:57,1.42
