Unnamed: 0,DateTime,Date,Time,DO(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,8.73
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,9.6
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,10.41
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,10.81
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,11.13
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,11.52
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,11.79
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,12.05
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,11.9
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,12.1
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,11.92
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,11.66
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,12.29
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,12.46
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,12.67
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,11.94
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,12.35
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,12.31
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,13.07
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,13.56
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,12.45
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,12.19
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,11.66
23.0,16 Aug 11:06,16 Aug 2021,11:06:03,11.45
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,12.44
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,13.1
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,13.7
27.0,16 Aug 18:19,16 Aug 2021,18:19:53,14.22
28.0,16 Aug 19:20,16 Aug 2021,19:20:17,14.6
29.0,16 Aug 23:18,16 Aug 2021,23:18:09,14.29
30.0,17 Aug 00:18,17 Aug 2021,00:18:33,13.87
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,6.93
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,6.89
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.94
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,1.37
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,5.54
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,5.68
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,5.82
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,6.26
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,6.8
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,7.5
,03 Sep 02:17,03 Sep 2021,02:17:33,4.73
,03 09 10:54,03 Sep 2021,10:54:46,4.7
,10 Sep 17:38,10 Sep 2021,17:38:26,8.45
,10 Sep 23:30,10 Sep 2021,23:30:16,8.55
,12 Sep 16:50,12 Sep 2021,16:50:46,7.6
,12 Sep 17:30,12 Sep 2021,17:30:03,7.81
,12 Sep 18:34,12 Sep 2021,18:34:02,8.05
,12 Sep 21:12,12 Sep 2021,21:12:54,8.61
,12 Sep 22:53,12 Sep 2021,22:53:57,8.65
