Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,0.5
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.48
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,0.47
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,0.42
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.47
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,0.48
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,0.47
7.0,10 Aug 09:26,10 Aug 2021,09:26:56,0.48
8.0,11 Aug 12:13,11 Aug 2021,12:13:36,0.49
9.0,11 Aug 16:56,11 Aug 2021,16:56:21,0.52
10.0,12 Aug 10:59,12 Aug 2021,10:59:37,0.49
11.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.48
12.0,16 Aug 15:15,16 Aug 2021,15:15:28,0.6
13.0,16 Aug 16:15,16 Aug 2021,16:15:54,0.65
14.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.63
15.0,16 Aug 18:19,16 Aug 2021,18:19:53,0.65
16.0,16 Aug 19:20,16 Aug 2021,19:20:17,0.66
17.0,16 Aug 23:18,16 Aug 2021,23:18:09,0.7
18.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.71
19.0,19 Aug 22:09,19 Aug 2021,22:09:52,0.7
20.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.77
21.0,23 Aug 18:03,23 Aug 2021,18:03:46,0.8
22.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.71
23.0,28 Aug 11:35,28 Aug 2021,11:35:06,0.72
24.0,28 Aug 15:26,28 Aug 2021,15:26:51,0.69
25.0,28 Aug 18:00,28 Aug 2021,18:00:08,0.68
26.0,28 Aug 19:18,28 Aug 2021,19:18:38,0.7
,03 Sep 02:17,03 Sep 2021,02:17:33,0.45
,03 09 10:54,03 Sep 2021,10:54:46,0.46
,10 Sep 17:38,10 Sep 2021,17:38:26,0.44
,10 Sep 23:30,10 Sep 2021,23:30:16,0.48
,12 Sep 18:42,12 Sep 2021,18:42:45,0.43
,12 Sep 22:00,12 Sep 2021,22:00:04,0.44
