Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,0.13
1.0,09 Aug 12:57,09 Aug 2021,12:57:04,0.14
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.13
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,0.14
4.0,10 Aug 09:26,10 Aug 2021,09:26:56,0.15
5.0,10 Aug 19:26,10 Aug 2021,19:26:33,0.06
6.0,11 Aug 08:47,11 Aug 2021,08:47:06,0.05
7.0,11 Aug 12:13,11 Aug 2021,12:13:36,0.06
8.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.09
9.0,16 Aug 16:15,16 Aug 2021,16:15:54,0.08
10.0,16 Aug 23:18,16 Aug 2021,23:18:09,0.09
11.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.24
12.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.22
13.0,23 Aug 18:03,23 Aug 2021,18:03:46,0.24
14.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.36
15.0,28 Aug 11:35,28 Aug 2021,11:35:06,0.37
16.0,28 Aug 12:45,28 Aug 2021,12:45:39,0.36
17.0,28 Aug 15:26,28 Aug 2021,15:26:51,0.37
,03 Sep 02:17,03 Sep 2021,02:17:33,0.33
,10 Sep 17:38,10 Sep 2021,17:38:26,0.35
,10 Sep 23:30,10 Sep 2021,23:30:16,0.33
,12 Sep 17:30,12 Sep 2021,17:30:03,0.35
,12 Sep 21:12,12 Sep 2021,21:12:54,0.34
