Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,4.36
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,4.8
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,3.1
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,5.13
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,5.65
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,6.56
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,6.69
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,6.81
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,6.98
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,3.68
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,5.55
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,5.47
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,4.28
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,5.32
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,5.29
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,5.33
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,5.09
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,3.14
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,2.05
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,4.96
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,4.99
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,4.92
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,1.93
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,4.56
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,4.48
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,2.88
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,3.73
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,4.46
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,4.74
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,4.69
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,4.53
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,3.82
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,4.37
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,4.87
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,4.79
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,5.37
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,5.24
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,4.94
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,5.39
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,5.74
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,5.7
,03 Sep 02:17,03 Sep 2021,02:17:33,4.02
,03 09 10:54,03 Sep 2021,10:54:46,4.25
,10 Sep 17:38,10 Sep 2021,17:38:26,4.46
,10 Sep 23:30,10 Sep 2021,23:30:16,4.04
,12 Sep 18:42,12 Sep 2021,18:42:45,4.75
,12 Sep 22:00,12 Sep 2021,22:00:04,4.57
