Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,12.58
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,12.27
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,12.34
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,12.33
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,12.49
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,12.58
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,12.4
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,11.87
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,12.51
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,12.05
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,12.18
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,12.53
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,13.09
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,12.97
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,12.94
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,13.57
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,13.77
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,13.57
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,13.5
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,13.49
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,13.73
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,13.99
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,12.69
23.0,16 Aug 11:06,16 Aug 2021,11:06:03,12.6
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,12.49
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,12.57
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,12.61
27.0,16 Aug 18:19,16 Aug 2021,18:19:53,12.76
28.0,16 Aug 19:20,16 Aug 2021,19:20:17,12.81
29.0,16 Aug 23:18,16 Aug 2021,23:18:09,13.09
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,14.62
31.0,19 Aug 22:09,19 Aug 2021,22:09:52,14.78
32.0,23 Aug 15:16,23 Aug 2021,15:16:38,13.03
33.0,23 Aug 18:03,23 Aug 2021,18:03:46,13.19
34.0,28 Aug 10:21,28 Aug 2021,10:21:18,8.33
35.0,28 Aug 11:35,28 Aug 2021,11:35:06,6.78
36.0,28 Aug 12:45,28 Aug 2021,12:45:39,7.01
37.0,28 Aug 15:26,28 Aug 2021,15:26:51,7.41
38.0,28 Aug 18:00,28 Aug 2021,18:00:08,7.71
39.0,28 Aug 19:18,28 Aug 2021,19:18:38,7.93
,03 Sep 02:17,03 Sep 2021,02:17:33,5.68
,03 09 10:54,03 Sep 2021,10:54:46,5.42
,10 Sep 17:38,10 Sep 2021,17:38:26,4.63
,10 Sep 23:30,10 Sep 2021,23:30:16,4.64
,12 Sep 17:30,12 Sep 2021,17:30:03,6.21
,12 Sep 18:42,12 Sep 2021,18:42:45,6.22
,12 Sep 21:12,12 Sep 2021,21:12:54,6.56
