Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,167.59
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,169.5
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,169.53
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,174.72
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,171.05
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,171.27
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,170.94
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,171.7
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,168.44
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,169.61
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,168.59
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,169.4
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,169.41
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,168.42
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,168.44
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,168.73
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,168.54
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,169.65
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,169.64
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,170.37
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,170.48
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,169.3
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,168.63
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,169.2
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,170.84
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,170.76
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,170.72
27.0,16 Aug 18:19,16 Aug 2021,18:19:53,170.77
28.0,16 Aug 19:20,16 Aug 2021,19:20:17,170.06
29.0,16 Aug 23:18,16 Aug 2021,23:18:09,169.39
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,161.83
31.0,19 Aug 22:09,19 Aug 2021,22:09:52,162.04
32.0,23 Aug 15:16,23 Aug 2021,15:16:38,161.83
33.0,23 Aug 18:03,23 Aug 2021,18:03:46,159.17
34.0,28 Aug 10:21,28 Aug 2021,10:21:18,165.36
35.0,28 Aug 11:35,28 Aug 2021,11:35:06,165.7
36.0,28 Aug 12:45,28 Aug 2021,12:45:39,165.64
37.0,28 Aug 15:26,28 Aug 2021,15:26:51,165.54
38.0,28 Aug 18:00,28 Aug 2021,18:00:08,163.31
39.0,28 Aug 19:18,28 Aug 2021,19:18:38,162.31
,03 Sep 02:17,03 Sep 2021,02:17:33,167.97
,03 09 10:54,03 Sep 2021,10:54:46,167.76
,10 Sep 17:38,10 Sep 2021,17:38:26,169.16
,10 Sep 23:30,10 Sep 2021,23:30:16,168.37
,12 Sep 18:42,12 Sep 2021,18:42:45,169.48
