Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,8.86
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,7.91
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,7.29
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,7.19
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,7.31
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,6.9
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,6.82
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,6.78
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,7.85
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,8.59
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,10.0
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,8.24
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,4.35
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,4.43
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,4.41
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,4.61
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,4.58
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,4.65
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,4.71
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,4.62
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,4.59
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,4.56
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,2.89
23.0,16 Aug 15:15,16 Aug 2021,15:15:28,2.77
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,2.81
25.0,19 Aug 21:09,19 Aug 2021,21:09:25,3.97
26.0,23 Aug 15:16,23 Aug 2021,15:16:38,5.75
27.0,23 Aug 18:03,23 Aug 2021,18:03:46,5.99
28.0,28 Aug 10:21,28 Aug 2021,10:21:18,8.74
29.0,28 Aug 12:45,28 Aug 2021,12:45:39,10.55
30.0,28 Aug 15:26,28 Aug 2021,15:26:51,7.39
31.0,28 Aug 18:00,28 Aug 2021,18:00:08,10.58
32.0,28 Aug 19:18,28 Aug 2021,19:18:38,8.09
,03 Sep 02:17,03 Sep 2021,02:17:33,6.05
,03 09 10:54,03 Sep 2021,10:54:46,10.64
,10 Sep 17:38,10 Sep 2021,17:38:26,6.3
,10 Sep 23:30,10 Sep 2021,23:30:16,9.91
,12 Sep 17:30,12 Sep 2021,17:30:03,9.48
,12 Sep 18:42,12 Sep 2021,18:42:45,8.81
,12 Sep 21:12,12 Sep 2021,21:12:54,9.35
