Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,1.3
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,1.7
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,1.08
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,1.19
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,1.33
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,1.41
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,1.45
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,1.53
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,1.55
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,1.53
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,1.55
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,1.57
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,1.58
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,1.63
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,1.62
15.0,11 Aug 16:56,11 Aug 2021,16:56:21,1.63
16.0,12 Aug 10:59,12 Aug 2021,10:59:37,1.7
17.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.0
18.0,16 Aug 10:05,16 Aug 2021,10:05:25,1.6
19.0,16 Aug 11:06,16 Aug 2021,11:06:03,1.61
20.0,16 Aug 15:15,16 Aug 2021,15:15:28,1.58
21.0,16 Aug 16:15,16 Aug 2021,16:15:54,1.6
22.0,16 Aug 17:19,16 Aug 2021,17:19:32,1.59
23.0,16 Aug 18:19,16 Aug 2021,18:19:53,1.61
24.0,16 Aug 19:20,16 Aug 2021,19:20:17,1.63
25.0,16 Aug 23:18,16 Aug 2021,23:18:09,1.65
26.0,19 Aug 21:09,19 Aug 2021,21:09:25,2.31
27.0,19 Aug 22:09,19 Aug 2021,22:09:52,2.3
28.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.0
29.0,28 Aug 19:18,28 Aug 2021,19:18:38,2.27
,03 Sep 02:17,03 Sep 2021,02:17:33,2.11
,10 Sep 17:38,10 Sep 2021,17:38:26,1.95
,12 Sep 17:30,12 Sep 2021,17:30:03,2.04
