Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.3
1.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.0
2.0,09 Aug 16:29,09 Aug 2021,16:29:24,7.29
3.0,10 Aug 19:26,10 Aug 2021,19:26:33,7.3
4.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.29
5.0,12 Aug 10:58,12 Aug 2021,10:58:08,7.3
6.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.0
7.0,16 Aug 15:15,16 Aug 2021,15:15:28,7.29
8.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.0
,03 Sep 02:17,03 Sep 2021,02:17:33,7.76
,03 09 10:54,03 Sep 2021,10:54:46,7.71
,10 Sep 17:38,10 Sep 2021,17:38:26,7.52
,10 Sep 23:30,10 Sep 2021,23:30:16,7.56
,12 Sep 16:50,12 Sep 2021,16:50:46,7.54
,12 Sep 17:30,12 Sep 2021,17:30:03,7.6
,12 Sep 18:30,12 Sep 2021,18:30:04,7.88
,12 Sep 21:12,12 Sep 2021,21:12:54,7.62
,12 Sep 22:53,12 Sep 2021,22:53:57,7.63
