Unnamed: 0,DateTime,Date,Time,BOD(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,2.69
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,2.87
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,2.88
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,2.85
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,2.78
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,2.89
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,2.86
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,2.85
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,2.8
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,2.82
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,2.81
11.0,10 Aug 19:26,10 Aug 2021,19:26:33,2.92
12.0,10 Aug 20:27,10 Aug 2021,20:27:03,2.9
13.0,10 Aug 21:30,10 Aug 2021,21:30:23,2.93
14.0,11 Aug 08:47,11 Aug 2021,08:47:06,2.94
15.0,11 Aug 10:20,11 Aug 2021,10:20:04,2.88
16.0,11 Aug 12:13,11 Aug 2021,12:13:36,2.95
17.0,11 Aug 16:56,11 Aug 2021,16:56:21,2.88
18.0,11 Aug 18:00,11 Aug 2021,18:00:02,2.94
19.0,12 Aug 10:59,12 Aug 2021,10:59:37,2.99
20.0,12 Aug 12:14,12 Aug 2021,12:14:31,2.95
21.0,16 Aug 10:05,16 Aug 2021,10:05:25,3.0
22.0,16 Aug 11:06,16 Aug 2021,11:06:03,2.97
23.0,16 Aug 15:15,16 Aug 2021,15:15:28,3.03
24.0,16 Aug 16:15,16 Aug 2021,16:15:54,2.98
25.0,16 Aug 17:19,16 Aug 2021,17:19:32,2.99
26.0,16 Aug 18:19,16 Aug 2021,18:19:53,3.08
27.0,16 Aug 19:20,16 Aug 2021,19:20:17,3.01
28.0,16 Aug 23:18,16 Aug 2021,23:18:09,2.98
29.0,19 Aug 21:09,19 Aug 2021,21:09:25,2.89
30.0,19 Aug 22:09,19 Aug 2021,22:09:52,2.92
31.0,23 Aug 15:16,23 Aug 2021,15:16:38,2.77
32.0,23 Aug 18:03,23 Aug 2021,18:03:46,2.8
33.0,28 Aug 11:35,28 Aug 2021,11:35:06,2.77
34.0,28 Aug 12:45,28 Aug 2021,12:45:39,2.76
35.0,28 Aug 18:00,28 Aug 2021,18:00:08,2.82
36.0,28 Aug 19:18,28 Aug 2021,19:18:38,2.75
,03 Sep 02:17,03 Sep 2021,02:17:33,2.84
,03 09 10:54,03 Sep 2021,10:54:46,2.71
,10 Sep 17:38,10 Sep 2021,17:38:26,2.85
,10 Sep 23:30,10 Sep 2021,23:30:16,2.78
,12 Sep 17:30,12 Sep 2021,17:30:03,2.83
,12 Sep 18:42,12 Sep 2021,18:42:45,2.78
,12 Sep 21:12,12 Sep 2021,21:12:54,2.84
,12 Sep 22:53,12 Sep 2021,22:53:57,2.89
