Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,0.21
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.17
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,0.01
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,0.17
4.0,10 Aug 21:30,10 Aug 2021,21:30:23,0.18
5.0,11 Aug 08:47,11 Aug 2021,08:47:06,0.17
6.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.15
7.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.16
8.0,16 Aug 18:19,16 Aug 2021,18:19:53,0.15
9.0,16 Aug 23:18,16 Aug 2021,23:18:09,0.16
10.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.51
11.0,19 Aug 22:09,19 Aug 2021,22:09:52,0.49
12.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.57
13.0,23 Aug 18:03,23 Aug 2021,18:03:46,0.56
14.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.55
15.0,28 Aug 19:18,28 Aug 2021,19:18:38,0.56
,03 Sep 02:17,03 Sep 2021,02:17:33,0.59
,03 09 10:54,03 Sep 2021,10:54:46,0.57
,10 Sep 17:38,10 Sep 2021,17:38:26,0.59
,12 Sep 22:53,12 Sep 2021,22:53:57,0.58
