Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,155.03
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,184.26
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,143.05
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,136.8
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,135.17
5.0,09 Aug 18:30,09 Aug 2021,18:30:16,138.46
6.0,09 Aug 19:30,09 Aug 2021,19:30:40,141.6
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,139.53
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,149.27
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,150.96
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,0.0
11.0,11 Aug 08:47,11 Aug 2021,08:47:06,145.08
12.0,11 Aug 10:20,11 Aug 2021,10:20:04,143.71
13.0,11 Aug 12:13,11 Aug 2021,12:13:36,145.88
14.0,11 Aug 16:56,11 Aug 2021,16:56:21,148.83
15.0,11 Aug 18:00,11 Aug 2021,18:00:02,151.97
16.0,12 Aug 10:59,12 Aug 2021,10:59:37,154.86
17.0,12 Aug 12:14,12 Aug 2021,12:14:31,157.34
18.0,16 Aug 10:05,16 Aug 2021,10:05:25,189.9
19.0,16 Aug 11:06,16 Aug 2021,11:06:03,209.48
20.0,16 Aug 15:15,16 Aug 2021,15:15:28,197.55
21.0,16 Aug 16:15,16 Aug 2021,16:15:54,195.4
22.0,16 Aug 17:19,16 Aug 2021,17:19:32,195.98
23.0,16 Aug 18:19,16 Aug 2021,18:19:53,203.45
24.0,16 Aug 19:20,16 Aug 2021,19:20:17,197.07
25.0,16 Aug 23:18,16 Aug 2021,23:18:09,202.37
26.0,19 Aug 21:09,19 Aug 2021,21:09:25,183.22
27.0,19 Aug 22:09,19 Aug 2021,22:09:52,149.89
28.0,23 Aug 15:16,23 Aug 2021,15:16:38,166.18
29.0,23 Aug 18:03,23 Aug 2021,18:03:46,136.38
30.0,28 Aug 10:21,28 Aug 2021,10:21:18,122.36
31.0,28 Aug 11:35,28 Aug 2021,11:35:06,119.34
32.0,28 Aug 12:45,28 Aug 2021,12:45:39,224.96
33.0,28 Aug 15:26,28 Aug 2021,15:26:51,257.77
34.0,28 Aug 18:00,28 Aug 2021,18:00:08,106.84
35.0,28 Aug 19:18,28 Aug 2021,19:18:38,116.0
,03 Sep 02:17,03 Sep 2021,02:17:33,127.51
,03 09 10:54,03 Sep 2021,10:54:46,130.19
,10 Sep 17:38,10 Sep 2021,17:38:26,103.08
,10 Sep 23:30,10 Sep 2021,23:30:16,99.95
,12 Sep 17:30,12 Sep 2021,17:30:03,103.19
,12 Sep 18:42,12 Sep 2021,18:42:45,107.46
,12 Sep 22:00,12 Sep 2021,22:00:04,102.28
,12 Sep 22:53,12 Sep 2021,22:53:57,101.83
