Unnamed: 0,DateTime,Date,Time,Turbidity(NTU)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,300.74
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,362.72
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,341.75
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,348.58
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,325.65
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,331.42
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,361.72
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,350.63
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,371.07
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,352.54
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,343.9
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,362.9
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,375.7
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,347.26
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,374.72
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,334.94
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,305.86
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,304.73
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,308.51
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,313.26
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,304.35
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,306.07
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,320.52
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,306.19
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,307.39
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,331.26
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,323.77
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,327.46
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,337.59
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,334.49
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,373.43
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,302.65
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,306.7
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,319.01
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,361.09
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,253.77
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,255.6
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,255.09
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,276.36
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,275.46
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,291.27
,03 Sep 02:17,03 Sep 2021,02:17:33,291.66
,03 09 10:54,03 Sep 2021,10:54:46,258.96
,10 Sep 17:38,10 Sep 2021,17:38:26,243.71
,10 Sep 23:30,10 Sep 2021,23:30:16,263.17
,12 Sep 17:30,12 Sep 2021,17:30:03,346.19
,12 Sep 18:42,12 Sep 2021,18:42:45,351.73
,12 Sep 21:12,12 Sep 2021,21:12:54,329.68
,12 Sep 22:53,12 Sep 2021,22:53:57,335.95
