Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,1.06
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.89
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,0.85
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.83
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,0.84
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,0.82
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,0.84
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,0.9
8.0,10 Aug 08:24,10 Aug 2021,08:24:01,0.92
9.0,10 Aug 09:26,10 Aug 2021,09:26:56,0.94
10.0,10 Aug 20:27,10 Aug 2021,20:27:03,0.88
11.0,10 Aug 21:30,10 Aug 2021,21:30:23,0.87
12.0,11 Aug 08:47,11 Aug 2021,08:47:06,1.05
13.0,11 Aug 12:13,11 Aug 2021,12:13:36,1.12
14.0,11 Aug 16:56,11 Aug 2021,16:56:21,1.11
15.0,11 Aug 18:00,11 Aug 2021,18:00:02,1.13
16.0,12 Aug 10:59,12 Aug 2021,10:59:37,1.07
17.0,12 Aug 12:14,12 Aug 2021,12:14:31,1.09
18.0,16 Aug 10:05,16 Aug 2021,10:05:25,1.17
19.0,16 Aug 11:06,16 Aug 2021,11:06:03,1.13
20.0,16 Aug 15:15,16 Aug 2021,15:15:28,1.25
21.0,16 Aug 16:15,16 Aug 2021,16:15:54,1.29
22.0,16 Aug 17:19,16 Aug 2021,17:19:32,1.13
23.0,16 Aug 18:19,16 Aug 2021,18:19:53,1.12
24.0,16 Aug 23:18,16 Aug 2021,23:18:09,1.08
25.0,19 Aug 21:09,19 Aug 2021,21:09:25,1.1
26.0,23 Aug 15:16,23 Aug 2021,15:16:38,1.04
27.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.96
,03 Sep 02:17,03 Sep 2021,02:17:33,0.94
,10 Sep 17:38,10 Sep 2021,17:38:26,1.08
,12 Sep 16:50,12 Sep 2021,16:50:46,1.04
,12 Sep 17:30,12 Sep 2021,17:30:03,1.07
,12 Sep 18:40,12 Sep 2021,18:40:42,1.06
,12 Sep 21:12,12 Sep 2021,21:12:54,1.04
