Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,100.87
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,694.36
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,0.0
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,79.02
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,82.3
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,102.07
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,84.77
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,475.93
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,356.05
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,271.25
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,136.52
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,134.67
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,136.96
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,110.48
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,113.23
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,120.86
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,32.22
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,33.05
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,33.24
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,152.78
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,167.27
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,141.0
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,119.94
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,92.0
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,156.08
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,133.19
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,112.24
27.0,16 Aug 19:20,16 Aug 2021,19:20:17,106.01
28.0,16 Aug 23:18,16 Aug 2021,23:18:09,107.3
29.0,19 Aug 21:09,19 Aug 2021,21:09:25,792.27
30.0,19 Aug 22:09,19 Aug 2021,22:09:52,761.4
31.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.0
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,925.47
33.0,28 Aug 11:35,28 Aug 2021,11:35:06,894.4
34.0,28 Aug 15:26,28 Aug 2021,15:26:51,1065.75
35.0,28 Aug 18:00,28 Aug 2021,18:00:08,1393.66
36.0,28 Aug 19:18,28 Aug 2021,19:18:38,519.62
,03 Sep 02:17,03 Sep 2021,02:17:33,448.05
,03 09 10:54,03 Sep 2021,10:54:46,460.08
,10 Sep 17:38,10 Sep 2021,17:38:26,570.38
,10 Sep 23:30,10 Sep 2021,23:30:16,812.33
,12 Sep 17:30,12 Sep 2021,17:30:03,717.74
,12 Sep 18:42,12 Sep 2021,18:42:45,703.31
,12 Sep 21:12,12 Sep 2021,21:12:54,930.87
,12 Sep 22:53,12 Sep 2021,22:53:57,877.68
