Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,22.18
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,4.53
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,4.54
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,4.58
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,4.54
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,4.63
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,4.65
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,4.7
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,5.18
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,4.69
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,4.85
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,5.29
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,4.87
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,5.03
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,5.11
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,5.06
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,5.66
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,6.89
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,8.61
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,9.21
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,8.12
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,15.82
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,21.79
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,44.95
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,46.71
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,13.26
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,13.27
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,14.0
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,14.96
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,15.45
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,16.85
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,21.33
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,22.53
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,9.07
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,8.79
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,19.9
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,19.05
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,18.36
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,14.96
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,14.55
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,15.92
,03 Sep 02:17,03 Sep 2021,02:17:33,14.36
,03 09 10:54,03 Sep 2021,10:54:46,18.85
,10 Sep 17:38,10 Sep 2021,17:38:26,14.85
,10 Sep 23:30,10 Sep 2021,23:30:16,16.14
,12 Sep 17:30,12 Sep 2021,17:30:03,9.23
,12 Sep 18:42,12 Sep 2021,18:42:45,9.11
,12 Sep 21:12,12 Sep 2021,21:12:54,11.05
,12 Sep 22:53,12 Sep 2021,22:53:57,10.15
