Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,3.6
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,3.64
2.0,10 Aug 19:26,10 Aug 2021,19:26:33,4.25
3.0,16 Aug 10:05,16 Aug 2021,10:05:25,3.94
4.0,16 Aug 19:20,16 Aug 2021,19:20:17,6.12
5.0,19 Aug 21:09,19 Aug 2021,21:09:25,33.13
6.0,28 Aug 10:21,28 Aug 2021,10:21:18,9.55
7.0,28 Aug 18:00,28 Aug 2021,18:00:08,16.73
,03 Sep 02:17,03 Sep 2021,02:17:33,858.18
,03 09 10:54,03 Sep 2021,10:54:46,179.04
,10 Sep 17:38,10 Sep 2021,17:38:26,114.82
,10 Sep 23:30,10 Sep 2021,23:30:16,74.27
,12 Sep 16:50,12 Sep 2021,16:50:46,38.25
,12 Sep 17:30,12 Sep 2021,17:30:03,29.64
,12 Sep 21:12,12 Sep 2021,21:12:54,28.39
,12 Sep 22:53,12 Sep 2021,22:53:57,30.59
