Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,569.76
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,259.81
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,273.67
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,283.5
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,269.05
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,258.94
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,230.24
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,230.13
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,227.49
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,219.54
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,238.78
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,231.83
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,221.79
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,229.68
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,230.34
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,243.81
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,275.1
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,272.64
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,304.41
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,303.6
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,355.23
21.0,16 Aug 11:06,16 Aug 2021,11:06:03,354.41
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,351.92
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,330.29
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,336.98
25.0,16 Aug 18:19,16 Aug 2021,18:19:53,327.11
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,327.16
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,321.16
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,166.36
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,165.38
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,162.41
31.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.0
32.0,28 Aug 19:18,28 Aug 2021,19:18:38,270.99
,03 Sep 02:17,03 Sep 2021,02:17:33,231.23
,10 Sep 17:38,10 Sep 2021,17:38:26,211.95
,12 Sep 17:30,12 Sep 2021,17:30:03,187.5
