Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,13.4
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,13.97
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.0
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,13.26
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,13.37
5.0,09 Aug 18:30,09 Aug 2021,18:30:16,13.19
6.0,10 Aug 19:26,10 Aug 2021,19:26:33,14.05
7.0,11 Aug 16:56,11 Aug 2021,16:56:21,14.38
8.0,11 Aug 18:00,11 Aug 2021,18:00:02,14.0
9.0,12 Aug 10:59,12 Aug 2021,10:59:37,14.97
10.0,16 Aug 10:05,16 Aug 2021,10:05:25,14.14
11.0,16 Aug 15:15,16 Aug 2021,15:15:28,13.68
12.0,16 Aug 16:15,16 Aug 2021,16:15:54,13.52
13.0,16 Aug 17:19,16 Aug 2021,17:19:32,14.26
14.0,16 Aug 18:19,16 Aug 2021,18:19:53,13.81
15.0,16 Aug 19:20,16 Aug 2021,19:20:17,13.76
16.0,16 Aug 23:18,16 Aug 2021,23:18:09,14.32
17.0,19 Aug 21:09,19 Aug 2021,21:09:25,13.97
18.0,23 Aug 15:16,23 Aug 2021,15:16:38,14.39
19.0,23 Aug 18:03,23 Aug 2021,18:03:46,15.91
20.0,28 Aug 10:21,28 Aug 2021,10:21:18,14.55
21.0,28 Aug 11:35,28 Aug 2021,11:35:06,15.03
22.0,28 Aug 12:45,28 Aug 2021,12:45:39,14.67
23.0,28 Aug 15:26,28 Aug 2021,15:26:51,14.63
24.0,28 Aug 18:00,28 Aug 2021,18:00:08,14.54
25.0,28 Aug 19:18,28 Aug 2021,19:18:38,14.38
,03 Sep 02:17,03 Sep 2021,02:17:33,13.29
,03 09 10:54,03 Sep 2021,10:54:46,12.92
,10 Sep 17:38,10 Sep 2021,17:38:26,14.15
,10 Sep 23:30,10 Sep 2021,23:30:16,14.09
,12 Sep 16:50,12 Sep 2021,16:50:46,13.85
,12 Sep 17:30,12 Sep 2021,17:30:03,13.99
,12 Sep 18:30,12 Sep 2021,18:30:04,14.17
,12 Sep 21:12,12 Sep 2021,21:12:54,13.87
,12 Sep 22:53,12 Sep 2021,22:53:57,13.85
