Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,4.08
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,5.35
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,5.36
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,5.05
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,5.16
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,5.2
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,5.18
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,5.24
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,5.23
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,5.12
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,5.32
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,5.23
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,5.19
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,5.26
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,5.2
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,5.16
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,2.55
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,2.28
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,2.26
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,5.09
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,5.24
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,4.87
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,4.86
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,5.46
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,5.45
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,5.43
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,5.46
27.0,16 Aug 19:20,16 Aug 2021,19:20:17,5.51
28.0,16 Aug 23:18,16 Aug 2021,23:18:09,5.42
29.0,19 Aug 21:09,19 Aug 2021,21:09:25,3.71
30.0,19 Aug 22:09,19 Aug 2021,22:09:52,3.74
31.0,23 Aug 15:16,23 Aug 2021,15:16:38,3.26
32.0,23 Aug 18:03,23 Aug 2021,18:03:46,3.2
33.0,28 Aug 10:21,28 Aug 2021,10:21:18,3.42
34.0,28 Aug 11:35,28 Aug 2021,11:35:06,3.46
35.0,28 Aug 15:26,28 Aug 2021,15:26:51,3.56
36.0,28 Aug 18:00,28 Aug 2021,18:00:08,3.57
37.0,28 Aug 19:18,28 Aug 2021,19:18:38,3.56
,03 Sep 02:17,03 Sep 2021,02:17:33,2.57
,03 09 10:54,03 Sep 2021,10:54:46,2.51
,10 Sep 17:38,10 Sep 2021,17:38:26,2.64
,10 Sep 23:30,10 Sep 2021,23:30:16,2.65
,12 Sep 17:30,12 Sep 2021,17:30:03,2.1
,12 Sep 18:42,12 Sep 2021,18:42:45,1.98
,12 Sep 21:12,12 Sep 2021,21:12:54,2.07
