Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,203.6
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,244.53
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,230.09
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,235.1
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,219.5
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,223.47
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,243.25
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,236.02
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,249.33
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,237.36
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,232.09
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,244.83
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,252.99
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,234.39
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,252.34
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,226.53
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,206.5
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,205.93
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,208.27
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,212.26
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,206.3
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,206.35
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,215.34
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,206.2
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,206.56
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,221.96
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,217.66
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,220.09
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,227.0
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,225.03
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,251.3
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,203.61
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,206.15
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,212.72
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,240.3
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,169.9
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,171.14
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,170.86
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,184.88
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,184.27
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,194.6
,03 Sep 02:17,03 Sep 2021,02:17:33,197.29
,03 09 10:54,03 Sep 2021,10:54:46,175.3
,10 Sep 17:38,10 Sep 2021,17:38:26,162.42
,10 Sep 23:30,10 Sep 2021,23:30:16,175.54
,12 Sep 17:30,12 Sep 2021,17:30:03,232.01
,12 Sep 18:42,12 Sep 2021,18:42:45,235.76
,12 Sep 21:12,12 Sep 2021,21:12:54,221.35
,12 Sep 22:53,12 Sep 2021,22:53:57,225.33
