Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,543.59
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,480.06
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,454.24
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,451.01
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,461.1
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,452.33
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,454.42
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,464.88
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,474.98
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,446.44
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,431.71
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,433.59
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,450.47
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,463.62
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,468.83
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,567.76
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,547.47
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,561.66
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,597.77
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,610.9
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,449.21
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,445.85
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,537.91
23.0,16 Aug 11:06,16 Aug 2021,11:06:03,522.61
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,483.9
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,478.78
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,478.44
27.0,16 Aug 18:19,16 Aug 2021,18:19:53,477.81
28.0,16 Aug 19:20,16 Aug 2021,19:20:17,468.38
29.0,16 Aug 23:18,16 Aug 2021,23:18:09,456.76
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,322.56
31.0,19 Aug 22:09,19 Aug 2021,22:09:52,325.76
32.0,23 Aug 15:16,23 Aug 2021,15:16:38,285.77
33.0,28 Aug 10:21,28 Aug 2021,10:21:18,381.94
,03 Sep 02:17,03 Sep 2021,02:17:33,462.21
,10 Sep 17:38,10 Sep 2021,17:38:26,609.43
,12 Sep 16:50,12 Sep 2021,16:50:46,390.13
,12 Sep 17:30,12 Sep 2021,17:30:03,429.53
,12 Sep 18:40,12 Sep 2021,18:40:42,422.8
,12 Sep 21:12,12 Sep 2021,21:12:54,426.74
