Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,143.29
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,146.15
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,144.89
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,143.04
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,141.79
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,143.02
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,145.92
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,146.85
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,147.58
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,142.27
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,148.4
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,146.5
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,149.96
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,143.64
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,154.56
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,156.47
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,150.63
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,168.1
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,143.46
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,138.78
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,140.66
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,145.72
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,158.46
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,144.17
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,147.73
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,146.01
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,143.84
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,141.22
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,141.04
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,145.23
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,141.86
31.0,17 Aug 00:18,17 Aug 2021,00:18:33,142.28
32.0,19 Aug 21:09,19 Aug 2021,21:09:25,138.47
33.0,19 Aug 22:09,19 Aug 2021,22:09:52,134.06
34.0,23 Aug 15:16,23 Aug 2021,15:16:38,136.81
35.0,23 Aug 18:03,23 Aug 2021,18:03:46,134.54
36.0,28 Aug 10:21,28 Aug 2021,10:21:18,131.15
37.0,28 Aug 11:35,28 Aug 2021,11:35:06,131.69
38.0,28 Aug 12:45,28 Aug 2021,12:45:39,132.07
39.0,28 Aug 15:26,28 Aug 2021,15:26:51,131.5
40.0,28 Aug 18:00,28 Aug 2021,18:00:08,131.38
41.0,28 Aug 19:18,28 Aug 2021,19:18:38,132.14
,03 Sep 02:17,03 Sep 2021,02:17:33,138.74
,03 09 10:54,03 Sep 2021,10:54:46,136.78
,10 Sep 17:38,10 Sep 2021,17:38:26,144.57
,10 Sep 23:30,10 Sep 2021,23:30:16,157.53
,12 Sep 18:42,12 Sep 2021,18:42:45,142.27
,12 Sep 22:00,12 Sep 2021,22:00:04,144.12
