Unnamed: 0,DateTime,Date,Time,Turbidity(NTU)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,139.88
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,88.99
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,89.69
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,91.67
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,93.2
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,91.75
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,85.34
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,85.59
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,84.49
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,84.51
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,89.9
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,90.13
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,91.27
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,90.59
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,91.92
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,92.45
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,89.93
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,92.22
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,90.48
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,90.55
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,90.56
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,114.76
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,115.97
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,101.53
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,101.81
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,102.05
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,103.43
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,104.74
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,0.0
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,102.24
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,101.25
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,106.28
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,105.68
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,102.33
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,100.45
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,106.08
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,104.59
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,105.01
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,103.32
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,102.68
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,103.26
,03 Sep 02:17,03 Sep 2021,02:17:33,109.8
,10 Sep 17:38,10 Sep 2021,17:38:26,100.67
,12 Sep 17:30,12 Sep 2021,17:30:03,101.54
,12 Sep 18:42,12 Sep 2021,18:42:45,98.14
,12 Sep 21:12,12 Sep 2021,21:12:54,103.3
,12 Sep 22:53,12 Sep 2021,22:53:57,85.14
