Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,4.37
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,4.29
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,4.3
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,4.31
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,4.32
5.0,09 Aug 18:30,09 Aug 2021,18:30:16,4.39
6.0,09 Aug 19:30,09 Aug 2021,19:30:40,4.33
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,4.32
8.0,10 Aug 08:24,10 Aug 2021,08:24:01,4.35
9.0,10 Aug 19:26,10 Aug 2021,19:26:33,4.33
10.0,11 Aug 10:20,11 Aug 2021,10:20:04,4.34
11.0,12 Aug 10:59,12 Aug 2021,10:59:37,4.37
12.0,12 Aug 12:14,12 Aug 2021,12:14:31,4.36
13.0,16 Aug 10:05,16 Aug 2021,10:05:25,4.28
14.0,16 Aug 15:15,16 Aug 2021,15:15:28,4.27
15.0,16 Aug 16:15,16 Aug 2021,16:15:54,4.26
16.0,16 Aug 17:19,16 Aug 2021,17:19:32,4.25
17.0,16 Aug 19:20,16 Aug 2021,19:20:17,4.24
18.0,16 Aug 23:18,16 Aug 2021,23:18:09,4.23
19.0,19 Aug 21:09,19 Aug 2021,21:09:25,4.42
20.0,19 Aug 22:09,19 Aug 2021,22:09:52,4.43
21.0,23 Aug 15:16,23 Aug 2021,15:16:38,4.32
22.0,23 Aug 18:03,23 Aug 2021,18:03:46,4.33
23.0,28 Aug 10:21,28 Aug 2021,10:21:18,4.3
24.0,28 Aug 11:35,28 Aug 2021,11:35:06,4.31
25.0,28 Aug 12:45,28 Aug 2021,12:45:39,4.29
26.0,28 Aug 15:26,28 Aug 2021,15:26:51,4.28
,03 Sep 02:17,03 Sep 2021,02:17:33,4.34
,03 09 10:54,03 Sep 2021,10:54:46,4.31
,10 Sep 17:38,10 Sep 2021,17:38:26,4.1
,10 Sep 23:30,10 Sep 2021,23:30:16,4.09
,12 Sep 17:30,12 Sep 2021,17:30:03,4.14
,12 Sep 21:12,12 Sep 2021,21:12:54,4.16
,12 Sep 22:53,12 Sep 2021,22:53:57,4.15
