Unnamed: 0,DateTime,Date,Time,Turbidity(NTU)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,334.86
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,246.97
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,68.19
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,256.87
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,249.15
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,245.74
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,247.24
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,275.29
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,261.89
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,260.33
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,260.39
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,263.63
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,262.1
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,262.71
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,262.83
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,262.66
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,285.16
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,416.03
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,284.6
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,294.42
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,282.63
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,343.16
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,370.87
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,321.75
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,289.14
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,332.82
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,328.66
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,1111.23
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,329.22
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,472.76
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,245.14
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,287.28
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,280.44
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,253.07
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,245.72
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,272.01
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,285.27
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,268.21
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,262.12
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,260.57
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,259.27
,03 Sep 02:17,03 Sep 2021,02:17:33,316.1
,03 09 10:54,03 Sep 2021,10:54:46,292.03
,10 Sep 17:38,10 Sep 2021,17:38:26,222.18
,10 Sep 23:30,10 Sep 2021,23:30:16,228.69
,12 Sep 17:30,12 Sep 2021,17:30:03,234.41
,12 Sep 18:42,12 Sep 2021,18:42:45,232.1
,12 Sep 21:12,12 Sep 2021,21:12:54,234.9
,12 Sep 22:53,12 Sep 2021,22:53:57,269.97
