Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,499.25
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,171.92
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,167.88
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,169.48
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,166.88
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,165.74
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,172.97
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,214.44
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,237.07
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,181.58
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,174.04
11.0,10 Aug 19:26,10 Aug 2021,19:26:33,906.22
12.0,12 Aug 12:14,12 Aug 2021,12:14:31,173.54
13.0,16 Aug 10:05,16 Aug 2021,10:05:25,191.69
14.0,16 Aug 11:06,16 Aug 2021,11:06:03,196.09
15.0,16 Aug 15:15,16 Aug 2021,15:15:28,147.77
16.0,16 Aug 16:15,16 Aug 2021,16:15:54,148.22
17.0,16 Aug 17:19,16 Aug 2021,17:19:32,151.75
18.0,16 Aug 18:19,16 Aug 2021,18:19:53,151.85
19.0,16 Aug 19:20,16 Aug 2021,19:20:17,155.42
20.0,16 Aug 23:18,16 Aug 2021,23:18:09,150.4
21.0,19 Aug 21:09,19 Aug 2021,21:09:25,158.44
22.0,19 Aug 22:09,19 Aug 2021,22:09:52,162.62
23.0,23 Aug 15:16,23 Aug 2021,15:16:38,198.06
24.0,23 Aug 18:03,23 Aug 2021,18:03:46,227.01
25.0,28 Aug 10:21,28 Aug 2021,10:21:18,183.1
26.0,28 Aug 11:35,28 Aug 2021,11:35:06,180.1
27.0,28 Aug 12:45,28 Aug 2021,12:45:39,180.82
28.0,28 Aug 15:26,28 Aug 2021,15:26:51,172.69
29.0,28 Aug 18:00,28 Aug 2021,18:00:08,169.14
30.0,28 Aug 19:18,28 Aug 2021,19:18:38,168.63
,03 Sep 02:17,03 Sep 2021,02:17:33,189.74
,03 09 10:54,03 Sep 2021,10:54:46,201.72
,10 Sep 17:38,10 Sep 2021,17:38:26,195.98
,10 Sep 23:30,10 Sep 2021,23:30:16,149.63
,12 Sep 17:30,12 Sep 2021,17:30:03,132.54
,12 Sep 18:42,12 Sep 2021,18:42:45,128.25
,12 Sep 21:12,12 Sep 2021,21:12:54,128.16
,12 Sep 22:53,12 Sep 2021,22:53:57,134.32
