Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,28.85
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,16.48
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,15.32
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,20.72
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,21.28
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,22.76
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,23.41
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,20.91
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,22.93
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,19.76
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,11.59
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,11.65
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,13.0
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,20.45
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,22.85
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,20.48
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,14.67
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,12.02
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,14.76
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,12.95
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,14.58
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,12.52
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,13.98
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,37.64
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,37.42
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,41.76
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,42.49
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,42.53
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,40.88
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,40.28
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,37.5
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,35.32
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,33.66
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,39.19
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,35.21
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,24.61
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,24.88
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,25.28
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,29.36
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,30.44
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,27.93
,03 Sep 02:17,03 Sep 2021,02:17:33,27.57
,03 09 10:54,03 Sep 2021,10:54:46,28.03
,10 Sep 17:38,10 Sep 2021,17:38:26,57.27
,10 Sep 23:30,10 Sep 2021,23:30:16,68.66
,12 Sep 17:30,12 Sep 2021,17:30:03,90.79
,12 Sep 22:00,12 Sep 2021,22:00:04,110.15
