Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,0.15
1.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.16
2.0,10 Aug 08:24,10 Aug 2021,08:24:01,0.15
3.0,10 Aug 09:26,10 Aug 2021,09:26:56,0.14
4.0,10 Aug 19:26,10 Aug 2021,19:26:33,0.16
5.0,10 Aug 21:30,10 Aug 2021,21:30:23,0.15
6.0,11 Aug 08:47,11 Aug 2021,08:47:06,0.14
7.0,11 Aug 12:13,11 Aug 2021,12:13:36,0.13
8.0,11 Aug 16:56,11 Aug 2021,16:56:21,0.14
9.0,12 Aug 10:59,12 Aug 2021,10:59:37,0.13
10.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.0
11.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.12
12.0,16 Aug 11:06,16 Aug 2021,11:06:03,0.13
13.0,16 Aug 15:15,16 Aug 2021,15:15:28,0.14
14.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.15
15.0,16 Aug 18:19,16 Aug 2021,18:19:53,0.14
16.0,16 Aug 19:20,16 Aug 2021,19:20:17,0.15
17.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.14
18.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.25
19.0,28 Aug 11:35,28 Aug 2021,11:35:06,0.23
20.0,28 Aug 12:45,28 Aug 2021,12:45:39,0.24
21.0,28 Aug 15:26,28 Aug 2021,15:26:51,0.25
22.0,28 Aug 18:00,28 Aug 2021,18:00:08,0.27
,03 Sep 02:17,03 Sep 2021,02:17:33,0.22
,03 09 10:54,03 Sep 2021,10:54:46,0.21
,10 Sep 17:38,10 Sep 2021,17:38:26,0.26
,10 Sep 23:30,10 Sep 2021,23:30:16,0.27
,12 Sep 17:30,12 Sep 2021,17:30:03,0.0
,12 Sep 18:42,12 Sep 2021,18:42:45,0.23
,12 Sep 22:00,12 Sep 2021,22:00:04,0.24
