Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,2.65
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,2.48
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,1.86
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,2.45
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,2.44
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,2.43
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,2.44
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,2.51
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,2.47
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,2.48
10.0,10 Aug 10:27,10 Aug 2021,10:27:28,2.49
11.0,11 Aug 08:47,11 Aug 2021,08:47:06,2.55
12.0,11 Aug 10:20,11 Aug 2021,10:20:04,2.84
13.0,11 Aug 12:13,11 Aug 2021,12:13:36,2.55
14.0,11 Aug 16:56,11 Aug 2021,16:56:21,2.57
15.0,11 Aug 18:00,11 Aug 2021,18:00:02,2.54
16.0,12 Aug 10:59,12 Aug 2021,10:59:37,2.7
17.0,12 Aug 12:14,12 Aug 2021,12:14:31,2.76
18.0,16 Aug 10:05,16 Aug 2021,10:05:25,2.59
19.0,16 Aug 11:06,16 Aug 2021,11:06:03,2.55
20.0,16 Aug 15:15,16 Aug 2021,15:15:28,2.65
21.0,16 Aug 16:15,16 Aug 2021,16:15:54,2.64
22.0,16 Aug 17:19,16 Aug 2021,17:19:32,4.45
23.0,16 Aug 18:19,16 Aug 2021,18:19:53,2.63
24.0,16 Aug 19:20,16 Aug 2021,19:20:17,2.99
25.0,16 Aug 23:18,16 Aug 2021,23:18:09,2.43
26.0,19 Aug 21:09,19 Aug 2021,21:09:25,2.54
27.0,19 Aug 22:09,19 Aug 2021,22:09:52,2.52
28.0,23 Aug 15:16,23 Aug 2021,15:16:38,2.47
29.0,23 Aug 18:03,23 Aug 2021,18:03:46,2.45
30.0,28 Aug 10:21,28 Aug 2021,10:21:18,2.49
31.0,28 Aug 11:35,28 Aug 2021,11:35:06,2.51
32.0,28 Aug 12:45,28 Aug 2021,12:45:39,2.48
33.0,28 Aug 15:26,28 Aug 2021,15:26:51,2.46
34.0,28 Aug 18:00,28 Aug 2021,18:00:08,2.45
,03 Sep 02:17,03 Sep 2021,02:17:33,2.65
,03 09 10:54,03 Sep 2021,10:54:46,2.59
,10 Sep 17:38,10 Sep 2021,17:38:26,2.32
,10 Sep 23:30,10 Sep 2021,23:30:16,2.34
,12 Sep 17:30,12 Sep 2021,17:30:03,2.35
,12 Sep 18:42,12 Sep 2021,18:42:45,2.33
,12 Sep 21:12,12 Sep 2021,21:12:54,2.34
,12 Sep 22:53,12 Sep 2021,22:53:57,2.43
