Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,103.01
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,100.8
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,100.67
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,107.66
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,106.07
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,105.23
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,103.7
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,102.8
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,102.46
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,101.08
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,101.45
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,101.19
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,100.96
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,102.0
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,101.69
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,101.28
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,101.43
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,100.84
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,100.55
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,104.29
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,103.37
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,100.74
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,100.44
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,100.78
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,100.88
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,99.77
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,99.69
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,99.5
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,101.58
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,100.93
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,100.35
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,99.33
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,99.61
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,102.83
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,100.76
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,99.3
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,99.05
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,99.06
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,99.12
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,100.82
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,100.41
,03 Sep 02:17,03 Sep 2021,02:17:33,99.33
,03 09 10:54,03 Sep 2021,10:54:46,100.34
,10 Sep 17:38,10 Sep 2021,17:38:26,101.7
,10 Sep 23:30,10 Sep 2021,23:30:16,99.39
,12 Sep 18:42,12 Sep 2021,18:42:45,101.38
,12 Sep 22:00,12 Sep 2021,22:00:04,99.77
