Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,69.7
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,69.3
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,69.66
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,69.4
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,68.78
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,70.28
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,75.27
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,69.16
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,71.02
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,68.87
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,71.6
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,68.92
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,72.69
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,77.21
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,76.98
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,76.87
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,78.28
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,77.9
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,77.64
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,76.92
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,76.73
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,77.22
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,77.41
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,79.29
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,79.34
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,78.75
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,78.81
27.0,19 Aug 21:09,19 Aug 2021,21:09:25,77.79
28.0,23 Aug 15:16,23 Aug 2021,15:16:38,79.09
29.0,23 Aug 18:03,23 Aug 2021,18:03:46,80.7
30.0,28 Aug 10:21,28 Aug 2021,10:21:18,76.49
31.0,28 Aug 12:45,28 Aug 2021,12:45:39,75.14
32.0,28 Aug 15:26,28 Aug 2021,15:26:51,76.47
33.0,28 Aug 18:00,28 Aug 2021,18:00:08,75.3
34.0,28 Aug 19:18,28 Aug 2021,19:18:38,76.54
,03 Sep 02:17,03 Sep 2021,02:17:33,74.65
,03 09 10:54,03 Sep 2021,10:54:46,74.35
,10 Sep 17:38,10 Sep 2021,17:38:26,153.08
,10 Sep 23:30,10 Sep 2021,23:30:16,152.97
,12 Sep 17:30,12 Sep 2021,17:30:03,154.67
,12 Sep 18:42,12 Sep 2021,18:42:45,153.21
,12 Sep 21:12,12 Sep 2021,21:12:54,153.19
