Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,0.32
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.34
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.35
3.0,10 Aug 19:26,10 Aug 2021,19:26:33,0.36
4.0,11 Aug 08:47,11 Aug 2021,08:47:06,0.34
5.0,11 Aug 12:13,11 Aug 2021,12:13:36,0.35
6.0,11 Aug 16:56,11 Aug 2021,16:56:21,0.34
7.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.33
8.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.32
9.0,16 Aug 16:15,16 Aug 2021,16:15:54,0.31
10.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.3
11.0,16 Aug 19:20,16 Aug 2021,19:20:17,0.31
12.0,16 Aug 23:18,16 Aug 2021,23:18:09,0.3
13.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.34
14.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.37
15.0,23 Aug 18:03,23 Aug 2021,18:03:46,0.38
16.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.23
17.0,28 Aug 11:35,28 Aug 2021,11:35:06,0.24
18.0,28 Aug 12:45,28 Aug 2021,12:45:39,0.23
19.0,28 Aug 15:26,28 Aug 2021,15:26:51,0.24
20.0,28 Aug 19:18,28 Aug 2021,19:18:38,0.23
,03 Sep 02:17,03 Sep 2021,02:17:33,0.25
,10 Sep 17:38,10 Sep 2021,17:38:26,0.4
,12 Sep 18:42,12 Sep 2021,18:42:45,0.42
,12 Sep 22:00,12 Sep 2021,22:00:04,0.45
