Unnamed: 0,DateTime,Date,Time,Ammonia(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,26.88
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,29.85
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,7.62
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,8.26
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,18.63
5.0,09 Aug 18:30,09 Aug 2021,18:30:16,18.92
6.0,09 Aug 19:30,09 Aug 2021,19:30:40,16.98
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,19.25
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,21.68
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,12.98
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,9.96
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,12.71
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,11.68
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,13.94
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,17.45
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,16.57
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,14.47
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,13.91
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,21.59
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,20.03
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,19.04
21.0,16 Aug 11:06,16 Aug 2021,11:06:03,17.58
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,12.82
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,10.57
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.96
25.0,16 Aug 18:19,16 Aug 2021,18:19:53,10.77
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,13.0
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,14.14
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,12.58
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,9.71
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,10.54
31.0,23 Aug 18:03,23 Aug 2021,18:03:46,10.65
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,25.7
33.0,28 Aug 11:35,28 Aug 2021,11:35:06,22.18
34.0,28 Aug 12:45,28 Aug 2021,12:45:39,21.67
35.0,28 Aug 15:26,28 Aug 2021,15:26:51,17.49
36.0,28 Aug 18:00,28 Aug 2021,18:00:08,16.84
37.0,28 Aug 19:18,28 Aug 2021,19:18:38,15.83
,03 Sep 02:17,03 Sep 2021,02:17:33,9.94
,03 09 10:54,03 Sep 2021,10:54:46,13.81
,10 Sep 17:38,10 Sep 2021,17:38:26,10.04
,10 Sep 23:30,10 Sep 2021,23:30:16,12.09
,12 Sep 17:30,12 Sep 2021,17:30:03,10.89
,12 Sep 18:42,12 Sep 2021,18:42:45,10.01
,12 Sep 22:00,12 Sep 2021,22:00:04,10.64
,12 Sep 22:53,12 Sep 2021,22:53:57,11.82
