Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,297.62
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,238.03
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,240.41
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,266.62
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,245.21
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,244.89
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,259.52
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,253.5
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,274.52
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,314.11
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,297.46
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,319.7
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,195.03
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,195.46
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,205.8
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,207.33
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,205.13
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,205.87
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,160.72
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,156.08
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,129.61
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,124.43
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,203.9
23.0,16 Aug 11:06,16 Aug 2021,11:06:03,176.27
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,200.68
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,183.48
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.0
27.0,16 Aug 18:19,16 Aug 2021,18:19:53,240.43
28.0,16 Aug 19:20,16 Aug 2021,19:20:17,194.69
29.0,16 Aug 23:18,16 Aug 2021,23:18:09,200.96
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,211.93
31.0,19 Aug 22:09,19 Aug 2021,22:09:52,202.03
32.0,23 Aug 15:16,23 Aug 2021,15:16:38,144.32
33.0,23 Aug 18:03,23 Aug 2021,18:03:46,124.6
34.0,28 Aug 10:21,28 Aug 2021,10:21:18,133.88
35.0,28 Aug 11:35,28 Aug 2021,11:35:06,147.75
36.0,28 Aug 12:45,28 Aug 2021,12:45:39,134.23
37.0,28 Aug 15:26,28 Aug 2021,15:26:51,142.84
38.0,28 Aug 18:00,28 Aug 2021,18:00:08,159.48
39.0,28 Aug 19:18,28 Aug 2021,19:18:38,145.51
,03 Sep 02:17,03 Sep 2021,02:17:33,125.55
,03 09 10:54,03 Sep 2021,10:54:46,112.41
,10 Sep 17:38,10 Sep 2021,17:38:26,115.51
,10 Sep 23:30,10 Sep 2021,23:30:16,139.59
,12 Sep 17:30,12 Sep 2021,17:30:03,175.6
,12 Sep 18:42,12 Sep 2021,18:42:45,185.55
,12 Sep 21:12,12 Sep 2021,21:12:54,186.96
,12 Sep 22:53,12 Sep 2021,22:53:57,179.81
