Unnamed: 0,DateTime,Date,Time,TSS(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,336.03
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,34.03
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,34.19
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,34.0
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,33.93
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,34.04
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,34.03
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,34.08
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,34.04
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,0.0
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,33.82
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,33.89
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,33.82
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,33.75
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,34.07
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,0.0
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,33.62
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,33.68
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,33.69
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,33.63
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,0.0
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,33.63
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,33.16
23.0,16 Aug 11:06,16 Aug 2021,11:06:03,33.18
24.0,16 Aug 16:15,16 Aug 2021,16:15:54,33.35
25.0,16 Aug 17:19,16 Aug 2021,17:19:32,33.19
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,33.17
27.0,19 Aug 21:09,19 Aug 2021,21:09:25,20.45
28.0,23 Aug 15:16,23 Aug 2021,15:16:38,20.43
29.0,23 Aug 18:03,23 Aug 2021,18:03:46,20.4
30.0,28 Aug 10:21,28 Aug 2021,10:21:18,20.37
31.0,28 Aug 11:35,28 Aug 2021,11:35:06,20.23
32.0,28 Aug 12:45,28 Aug 2021,12:45:39,20.24
33.0,28 Aug 15:26,28 Aug 2021,15:26:51,20.23
34.0,28 Aug 18:00,28 Aug 2021,18:00:08,20.3
35.0,28 Aug 19:18,28 Aug 2021,19:18:38,20.32
,03 Sep 02:17,03 Sep 2021,02:17:33,122.29
,10 Sep 17:38,10 Sep 2021,17:38:26,123.26
,10 Sep 23:30,10 Sep 2021,23:30:16,123.34
,12 Sep 17:30,12 Sep 2021,17:30:03,123.37
,12 Sep 18:42,12 Sep 2021,18:42:45,123.34
,12 Sep 21:12,12 Sep 2021,21:12:54,123.35
